Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Tags,days_since_review,lat,lng,Reviewer_Score
41 54 Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,1299,2/7/2016,8.7,St James Court A Taj Hotel London, Saudi Arabia , The bedroom furniture is ugly old and decaying ,10,5394, Staff is lovely helpful and smiling all the time ,11,17,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",543 day,51.4986732,-0.1376867,Intermediate_Reviewer_Score
31 Rue de Surene 8th arr 75008 Paris France,83,1/30/2017,8.8,H tel du Minist re, Portugal ,No Negative,0,949, Fantastic staff in a wonderfull pleasant and cosy hotel Very recommendable ,13,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",185 day,48.8712877,2.3191903,High_Reviewer_Score
100 Shoreditch High Street Hackney London E1 6JQ United Kingdom,404,6/12/2017,8.6,Ace Hotel London Shoreditch, United Kingdom , All good ,4,1593, We loved our stay we were at an event in Old Spitalfields Market so very near by Loved the record player in our room hotel and room design were great really friendly and playful staff for breakfast with our little 5 yo thanks Tracey our cool french waitress May have to be my business stay of choice from now on ,62,8,"[' Business trip ', ' Family with young children ', ' Superior Double Room with Two Double Beds ', ' Stayed 1 night ']",52 days,51.5254162,-0.0772849,High_Reviewer_Score
350 Oxford Street Westminster Borough London W1C 1BY United Kingdom,252,9/29/2016,8.1,Radisson Blu Edwardian Berkshire, Qatar , The scrambled eggs were soggy The room serrvice and housekeeping staff were very helpful and freindly However that did not apply to the reception staff When I asked to keep my luggage at the concierge while doing a short 2 day trip north of London the hotel receptionist said How do I know you are not a terrorist I was offended and actually regretted my whole stay There are 1 6 billion Muslims living peacefully in the world Educate your staff please ,84,1600, The rooms were clean and comfortable ,8,1,"[' Leisure trip ', ' Group ', ' Standard Single Room ', ' Stayed 5 nights ']",308 day,51.5146025,-0.1481978,Intermediate_Reviewer_Score
Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,279,1/3/2017,8.2,Sloane Square Hotel, Ireland , Small room and not that luxurious as the advertised level stars may suggest,14,1140, Location and style,4,1,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 1 night ']",212 day,51.4927325,-0.1573708,Intermediate_Reviewer_Score
Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,555,1/18/2017,8.4,Corendon Vitality Hotel Amsterdam, Netherlands , The do it yourself check in is far from convenient,11,4410, Location is perfect for me ,7,17,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ']",197 day,52.3466449,4.8310984,Intermediate_Reviewer_Score
57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom,241,8/27/2016,7.5,Holiday Inn London Oxford Circus, United Kingdom , Facilities a little sparse but acceptable for price,9,1287, Good helpful staff,4,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",341 day,51.516843,-0.1495574,High_Reviewer_Score
5 Fairmont Avenue Canary Wharf Tower Hamlets London E14 9JB United Kingdom,620,4/5/2016,9,Radisson Blu Edwardian New Providence Wharf, United Kingdom , We left our room for a couple of hours and when we returned all the pillows and cushions had been removed off the bed our room had already been cleaned and seen to earlier that day just left us a bit confused as to why someone entered the room again ,52,1974, The view Breath taking especially if you wake up early enough to watch the sunrise Our room was so spacious wonderful,22,1,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with River View ', ' Stayed 1 night ']",485 day,51.5065578,-0.004514,High_Reviewer_Score
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,10/13/2015,8.4,Park Plaza County Hall London, United Kingdom , The attitude of staff Getting our request wrong and not delivering,12,6117, The room,3,4,"[' Leisure trip ', ' Couple ', ' Executive Studio City View Family ', ' Stayed 1 night ', ' Submitted from a mobile device ']",660 day,51.5014001,-0.1160092,Intermediate_Reviewer_Score
Via Senigallia 6 20161 Milan Italy,904,6/23/2017,8.1,Hotel Da Vinci, United States of America , The matresses were really hard That was the only thing we didn t like ,16,16670, Food was good liked the bar ,8,1,"[' Leisure trip ', ' Family with young children ', ' Quadruple Room ', ' Stayed 1 night ']",41 days,45.5331372,9.1711019,Intermediate_Reviewer_Score
Cardenal Reig 11 Les Corts 08028 Barcelona Spain,298,1/3/2017,7.7,Senator Barcelona Spa Hotel, Ireland , The opening hours of the spa were limited due to New Years celebrations Additional charge to use pool after midday for guests Pool was freezing when we eventually used it,31,3097, staff were very helpful printing off our boarding passes very attentive,12,22,"[' Leisure trip ', ' Couple ', ' King Room ', ' Stayed 2 nights ']",212 day,41.3777977,2.1135971,Intermediate_Reviewer_Score
Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands,975,2/11/2016,8.7,The Student Hotel Amsterdam City, Brazil ,No Negative,0,7656, The location confortable,4,1,"[' Leisure trip ', ' Family with older children ', ' Queen Room ', ' Stayed 28 nights ', ' Submitted from a mobile device ']",539 day,52.3546649,4.9131641,High_Reviewer_Score
7 Pepys Street City of London London EC3N 4AF United Kingdom,1936,7/3/2017,8.7,DoubleTree by Hilton Hotel London Tower of London, United Kingdom , We had 2 rooms booked I asked for them to be together 6 months ago when we arrived they were apart and one room was not ready until nearly 7pm If I wanted one earlier they would have to be on totally separate floors What happend to 3pm check in We were not the only ones waiting I met a couple who walked the streets with their cases until their room was ready Also we booked this hotel for the sky bar only to find out under 18 s were not allowed in after 6pm So my daughters did not even see it After 9pm I could accept but 6pm We ve been all over the world in roof top bars and never come across this ,128,7491, Location,2,4,"[' Leisure trip ', ' Family with young children ', ' Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",31 days,51.5108412,-0.0780581,Intermediate_Reviewer_Score
Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands,145,10/10/2016,9.3,Andaz Amsterdam Prinsengracht A Hyatt Hotel, United Kingdom ,No Negative,0,851, Extremely baby friendly travelled with my 2 month old son Services and facilities amazing and breakfast was truly amazingly delicious ,22,16,"[' Leisure trip ', ' Family with young children ', ' Observatory King ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",297 day,52.3678368,4.8830788,High_Reviewer_Score
Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,973,10/27/2015,8,Park Plaza Victoria Amsterdam, Ireland , Coffee machine not working No milk No biscuits Did not restock the toilet roll Fire exit signs not very good The lift not marked properly Breakfast not too hot ,31,4820, Location excellent,3,3,"[' Business trip ', ' Couple ', ' Executive King Room ', ' Stayed 2 nights ']",646 day,52.377278,4.897818,Intermediate_Reviewer_Score
41 Avenue Pierre 1er de Serbie 8th arr 75008 Paris France,62,11/24/2016,8.5,H tel De Sers Champs Elys es Paris, United Kingdom , Nothing a lovely place to stay,7,347, Perfect,2,1,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",252 day,48.8683593,2.3002117,High_Reviewer_Score
Fizeaustraat 2 Oost 1097 SC Amsterdam Netherlands,188,12/31/2016,9.1,Hotel V Fizeaustraat, India ,No Negative,0,1708, Rooms were spacious and clean with a nice ambience Staff especially in the front desk were very friendly and efficient ,22,2,"[' Leisure trip ', ' Family with young children ', ' Large Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",215 day,52.3451511,4.9252372,High_Reviewer_Score
Westeinde 26 Amsterdam City Center 1017 ZP Amsterdam Netherlands,404,9/25/2015,8.4,Boutique Hotel Notting Hill, Saudi Arabia , When i asked for a burgur well done and they got me half done the employee said its more taesty Am nit sure who will eat it me or him When i entered the room there was no windows accept on the roof top of two 30x30 cm i imagined myself in sewage pipe I asked the housekeeping to clean my room when i came back to it it wasnt clean but the room is organised I noticed it from the towels and the dirty textile The fan inside the toilet couldnt be switched off because there is no switch for it When i wanted to sleep i used to take out the card from the room controler so all systems in the room will be off Room 401,130,2085,No Positive,0,3,"[' Leisure trip ', ' Solo traveler ', ' Double Room Attic ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",678 day,52.3583821,4.8988777,Intermediate_Reviewer_Score
Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,757,1/1/2016,8.7,WestCord Fashion Hotel Amsterdam, Iceland , I would be depressed if I should dislike something at West Cord Fashion So I guess I am not depressed ,22,5236, Well I guess I can say this one more time This is my favorite hotel in AMS ,19,20,"[' Leisure trip ', ' Solo traveler ', ' Large Double Room ', ' Stayed 3 nights ']",580 day,52.357655,4.844576,High_Reviewer_Score
7 Pepys Street City of London London EC3N 4AF United Kingdom,1936,5/3/2017,8.7,DoubleTree by Hilton Hotel London Tower of London, United Kingdom , Check in and out was very laboured with lengthy queues each time and members of Hilton Honours being taken out of queues and prioritised Perhaps they should have a separate check in desk to make them feel special and the majority of the other guests wanted Lifts were also poor and the use of cards for bedroom floors made matters worse With many stairwells between floors the extra security measure appears unnecessary One lift of four was out of action both days to make matters worse ,88,7491, Great location within very short walk of underground stations Breakfast was excellent and rooms spacious and well equipped ,20,3,"[' Leisure trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",92 days,51.5108412,-0.0780581,Intermediate_Reviewer_Score
7 Pepys Street City of London London EC3N 4AF United Kingdom,1936,5/28/2017,8.7,DoubleTree by Hilton Hotel London Tower of London, Ireland , Queueing for breakfast both days of stay,8,7491,No Positive,0,1,"[' Leisure trip ', ' Family with young children ', ' Deluxe Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",67 days,51.5108412,-0.0780581,High_Reviewer_Score
27 33 Harrington Gardens Kensington and Chelsea London SW7 4JX United Kingdom,143,4/12/2016,8.4,Bentley London, United Kingdom , price,2,486, location staff bathroom,4,14,"[' Leisure trip ', ' Group ', ' Queen Room ', ' Stayed 2 nights ']",478 day,51.4928147,-0.1841753,High_Reviewer_Score
Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,2623,2/19/2016,8.7,Park Plaza Westminster Bridge London, United Kingdom ,No Negative,0,12158, Just too big nobody seemed to know what was going on A lot of foreign staff members who couldn t speak adequate English,24,21,"[' Leisure trip ', ' Family with young children ', ' Studio Triple ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",531 day,51.5009609,-0.1165913,Intermediate_Reviewer_Score
Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain,315,8/2/2017,9.3,Olivia Plaza Hotel, India , The Bar was so so,6,2757, The hotel is central and great location and we got a free upgrade with a nice terrace and overlooking the city ,23,18,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,41.3861459,2.1711594,Intermediate_Reviewer_Score
Via Murat 21 Niguarda 20159 Milan Italy,76,9/9/2015,7.5,Atahotel Contessa Jolanda, France , Bathroom was dirty never cleaned properly Breakfast the same every day for the 5 days we were there Some staff rather rude Air conditioner didn t work properly reported but not repaired Lots of mosquitos Paid internet didn t work on one side of bedroom Weak TV satellite signal ,51,1559, Bath towels were a good size although a bit hard Checking out procedure was quick and efficient ,19,6,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 5 nights ']",694 day,45.4984161,9.1904375,Low_Reviewer_Score
8 rue Laferriere 9th arr 75009 Paris France,42,11/9/2015,8.7,H tel Arvor Saint Georges, Italy ,No Negative,0,493, Very good position lovely interior style and amazing breakfast,10,18,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']",633 day,48.8785454,2.3384866,High_Reviewer_Score
130 Tottenham Court Road Camden London W1T 5AY United Kingdom,713,6/14/2017,8.3,Radisson Blu Edwardian Grafton, United Kingdom , Nothing,2,2826, All aspects are good about the stay here Very kindly upgraded ,13,2,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",50 days,51.5241386,-0.1380807,High_Reviewer_Score
Viale Monza 132 Distretto Viale Monza 20127 Milan Italy,53,8/25/2016,8.1,Best Western Antares Hotel Concorde, Norway , I have nothing to complain about Very nice place to stay ,13,984, The personell was very helpful Both for parking luggage handling and good suggestions for restaurants in the area Large rooms with great beds Nice stay ,27,7,"[' Leisure trip ', ' Family with older children ', ' Quadruple Room ', ' Stayed 1 night ']",343 day,45.502453,9.2218364,Intermediate_Reviewer_Score
Ronda Universitat 21 Eixample 08007 Barcelona Spain,137,4/8/2017,8.5,H10 Universitat, United Kingdom ,No Negative,0,1403, Almost everything The hotel location is exlleant the staffs were very friendly and helpful very clean and comfortable,19,5,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",117 day,41.3869565,2.1665338,High_Reviewer_Score
8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,409,8/13/2015,8.3,The Grand at Trafalgar Square, France , Very hard mattress To our surprise as the staff hasn t told us our room was equipped for disabled with very low door handles no toilet lid etc The hotel has late restaurant nor room service We wanted to eat late and stayed hungry ,46,1592,No Positive,0,21,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 1 night ']",721 day,51.506935,-0.126012,Intermediate_Reviewer_Score
163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom,2682,9/29/2016,7.1,Britannia International Hotel Canary Wharf, United Kingdom , When i book i was assigned a room without window which i believe nobody would have chosen to stay at the price of 95 per night I payed an extra 20 and got a suite at level 13 room 1301 on the curtozie of the staff which i salute as they were great In regards to the suite window was broken and wind was blowing through it all night No options in term of heating meaning i couldn t increase the room temperature and frezeed as a result i got a cold Room looked good but details like cleaness and integrity of the room rank like a 2 on a scale of 1 to 10 compared with the money paid Drawers were broken ,125,9086, Staff was great and very helpfull,7,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room without Window ', ' Stayed 1 night ', ' Submitted from a mobile device ']",308 day,51.5019097,-0.0232208,Intermediate_Reviewer_Score
